!File Type,Version Number Major,Version Number Minor,Version Number Build,
~Stock Code File,1,5,1,
!Last Updated,20040313,,,
!Code,Desc, Hire , Sale ,Kg
101103,STEEL SCAFFOLD TUBE 0.3M,$0.06,$4.89,1.6
101106,STEEL SCAFFOLD TUBE 0.6M,$0.10,$9.76,3.2
101109,STEEL SCAFFOLD TUBE 0.9M,$0.20,$14.66,4.7
101110,STEEL SCAFFOLD TUBE 1.0M,$0.22,$16.29,5.3
101112,STEEL SCAFFOLD TUBE 1.2M,$0.25,$19.54,6.3
101115,STEEL SCAFFOLD TUBE 1.5M,$0.29,$24.42,7.9
101118,STEEL SCAFFOLD TUBE 1.8M,$0.36,$29.32,9.5
101121,STEEL SCAFFOLD TUBE 2.1M,$0.44,$34.19,11.1
101124,STEEL SCAFFOLD TUBE 2.4M,$0.50,$39.09,12.6
101127,STEEL SCAFFOLD TUBE 2.7M,$0.54,$43.98,14.2
101130,STEEL SCAFFOLD TUBE 3.0M,$0.62,$48.85,15.8
101133,STEEL SCAFFOLD TUBE 3.3M,$0.68,$53.74,17.4
101136,STEEL SCAFFOLD TUBE 3.6M,$0.75,$58.62,19
101139,STEEL SCAFFOLD TUBE 3.9M,$0.82,$63.51,20.5
101142,STEEL SCAFFOLD TUBE 4.2M,$0.86,$68.40,22.1
101145,STEEL SCAFFOLD TUBE 4.5M,$0.92,$73.28,23.7
101148,STEEL SCAFFOLD TUBE 4.8M,$1.00,$78.16,25.3
101151,STEEL SCAFFOLD TUBE 5.1M,$1.06,$83.04,26.9
101154,STEEL SCAFFOLD TUBE 5.4M,$1.11,$87.95,28.4
101157,STEEL SCAFFOLD TUBE 5.7M,$1.18,$92.83,30
101160,STEEL SCAFFOLD TUBE 6.0M,$1.24,$97.71,31.6
101165,STEEL SCAFFOLD TUBE 6.5M,$1.35,$105.87,33.2
101203,TUBE ALUM 0.3M,$0.09,$8.57,0.5
101206,TUBE ALUM 0.6M,$0.23,$17.16,1
101209,TUBE ALUM 0.9M,$0.32,$25.72,1.5
101212,TUBE ALUM 1.2M,$0.47,$34.32,2
101215,TUBE ALUM 1.5M,$0.57,$42.89,2.6
101218,TUBE ALUM 1.8M,$0.68,$51.48,3.1
101221,TUBE ALUM 2.1M,$0.80,$60.05,3.6
101224,TUBE ALUM 2.4M,$0.91,$68.65,4.1
101227,TUBE ALUM 2.7M,$1.02,$77.21,4.6
101230,TUBE ALUM 3.0M,$1.13,$85.80,5.1
101233,TUBE ALUM 3.3M,$1.25,$94.36,5.6
101236,TUBE ALUM 3.6M,$1.38,$102.96,6.1
101239,TUBE ALUM 3.9M,$1.48,$111.54,6.6
101242,TUBE ALUM 4.2M,$1.60,$120.13,7.1
101245,TUBE ALUM 4.5M,$1.71,$128.69,7.7
101248,TUBE ALUM 4.8M,$1.81,$137.28,8.2
101251,TUBE ALUM 5.1M,$1.94,$145.85,8.2
101254,TUBE ALUM 5.4M,$2.05,$154.45,9.2
101257,TUBE ALUM 5.7M,$2.17,$163.01,9.7
101260,TUBE ALUM 6.0M,$2.28,$171.61,10.2
101265,TUBE ALUM 6.5M,$2.47,$185.89,10.7
101500,90 DEG. COUPLER 2X2,$0.24,$17.82,1.5
101501,SWIVEL COUPLER 2X2,$0.24,$19.03,1.5
101502,90 DEG. COUPLER 2X2.3/8,$0.25,$21.40,1.6
101503,SWIVEL COUPLER 2X2.3/8,$0.25,$23.11,1.6
101504,END TO END COUPLER,$0.24,$19.57,1
101505,PUTLOG COUPLER,$0.24,$12.92,0.6
101506,BASE PLATE 4.1/2 x 7 STD,$0.28,$13.80,1.5
101508,BASE PLATE 6 x 6 UNIVERSAL,$0.28,$13.80,1.2
101509,BEARER CLIP,$0.27,$16.93,1
101510,RAFTER CLIP,$0.27,$16.93,1
101514,ADJUST STAIR TREAD FITTING,$0.27,$20.99,2
101515,PUTLOG END ASSEMBLY,$0.27,$7.79,1
101516,BOARD RETAINING CLIP VIC,$0.24,$9.15,0.5
101517,GIRDER COUPLER,$0.79,$31.63,1.4
101520,HOARDING CLIP - K'S,$0.75,$43.32,0
101525,'C' CLAMP STANDARD CONNECTOR,$0.20,$16.90,1.5
102000,HANDRAIL POST (B/D) 300MM,$0.97,$29.97,
102002,HANDRAIL POST (B/D) 1000MM,$0.97,$47.83,5.2
102003,HANDRAIL POST L/DUTY,$2.12,$107.95,
102008,HANDRAIL POST - H/DUTY,$4.06,$140.62,19.3
102009,TIMBER RUNNERS,$0.75,$2.88,
102010,HANDRAIL POST (B/D) 700MM,$0.97,$39.26,
102011,P/FORM COVER PL 900X600X3MM,$0.68,$54.52,
102012,HANDRAIL POST-CLAMP TYPE,$1.05,$30.94,13.2
102015,GIN WHEEL,$7.04,$121.91,5
102020,CASTOR WHEEL POLY. TYRE,$4.65,$152.55,3.8
102025,NOT TO BE USED,$0.91,$28.22,0
102026,NOT TO BE USED,$0.00,$28.14,0.7
102027,NOT TO BE USED,$0.00,$23.70,
102041,12MM PLYWOOD HOARDING SQ M,$1.32,$16.93,5.3
102113,BOX SPANNER,$0.00,$42.20,0.7
102114,SCAFFOLD HAMMER,$0.00,$23.70,
102115,BOX SPANNER (BB),$0.00,$28.22,
102116,MAGNETIC LEVEL,$0.00,$22.58,
102117,SCAFF TAG KIT COMPLETE,$0.00,$100.00,
102118,SCAFF TAG PENS,$0.00,$4.50,
102130,LADDER-TIMBER 3.0M,$21.77,$234.78,5
102136,LADDER-TIMBER 3.6M,$21.77,$280.06,7
102142,LADDER-TIMBER 4.2M,$21.77,$316.81,9
102148,LADDER-TIMBER 4.8M,$21.77,$359.25,12
102154,LADDER-TIMBER 5.4M,$21.77,$398.06,13
102230,LADDER-ALUMINIUM 3.0M,$21.77,$180.61,6
102236,LADDER-ALUMINIUM 3.6M,$21.77,$215.42,7
102242,LADDER-ALUMINIUM 4.2M,$21.77,$243.71,9
102248,LADDER-ALUMINIUM 4.8M,$21.77,$276.35,10
102254,LADDER-ALUMINIUM 5.4M,$21.77,$306.82,11
102260,LADDER-ALUMINIUM 6.0M,$21.77,$341.62,12
102300,LADDER-TIMBER EXT 3.9/7.2M,$30.06,$513.62,
102303,LADDER-TIMBER EXT 4.2/7.7M,$30.06,$543.03,
102402,LADDER ALUM.EXT. 3.0/4.8M,$30.06,$329.40,
102403,LADDER-ALUM EXT 3.9/7.2M,$30.06,$522.67,
102404,LADDER ALUM.EXT. 9.9M,$30.06,"$1,152.19",
102440,PLYWOOD 1.8MX1.2MX19MM,$3.32,$55.32,
102441,PLYWOOD 2.4MX1.2MX19MM,$4.43,$73.76,
102442,PLYWOOD 1.8MX1.2MX17MM,$3.32,$48.61,
102443,PLYWOOD 2.4MX1.2MX17MM,$4.43,$64.81,
102444,PLYWOOD 2.4MX1.2MX12MM,$4.06,$47.55,
102445,PLYWOOD 1.8MX1.2MX12MM,$3.24,$35.66,
102500,PALLET - STEEL,$3.06,$176.15,35.3
102501,PALLET - STEEL M/S,$3.06,$176.15,45
102502,BIN PALLET,$9.03,$354.66,40
102503,HEAVY DUTY BIN PALLET,$15.06,$653.33,90
102504,MESHGUARD STEEL PALLET,$3.71,$237.04,
102518,WALL TIE 0.3M,$1.79,$53.60,
102519,WALL TIE 0.7M,$1.79,$53.60,
102520,WALL TIE 1.0M,$1.79,$53.60,
102521,WALLTIE BRACKET,$1.79,$53.60,2.1
102522,WALLTIE BRACKET - PUTLOG,$0.27,$14.54,
102550,COUNTERWEIGHT CONC - 1 TON,$4.43,$592.59,1000
102551,COUNTERWEIGHT CONC. 1/2 TON,$2.23,$296.30,500
102554,MID SPAN BD SUPPORT-QLD,$1.48,$35.56,
102556,LIFT SHAFT GUARD - STEEL,$3.26,$94.82,
102600,"JACK, ASL13 (32MM)",$0.71, $-   ,6.4
102610,"JACK, SWIVEL BASE, SX6",$0.83, $-   ,8.8
102611,JACKING SPINDLE SX7,$0.59, $-   ,6.6
102612,"JACK END CAP,SX8 (37MM)",$0.08, $-   ,0.2
102619,U HEAD JACK - SCAFFOLD,$0.95,$55.37,11.6
102622,BASE JACK - SCAFFOLD,$0.83,$43.01,7.3
102623,ADJ SLEEVE JACK,$0.49,$45.88,
102624,BASE JACK - FORMWORK,$0.82,$27.00,7.2
102625,U HEAD JACK - FORMWORK,$0.82,$32.72,9
102627,HOARDING BASE JACK-SCAFFOLD,$0.56,$48.54,
102630,NEEDLE 200 UB25 - 4.0M,$8.33,$264.60,72.8
102631,NEEDLE 200 UB25 - 4.5M,$9.39,$297.68,81.9
102632,NEEDLE 200 UB25 - 5.0M,$10.41,$330.75,91
102633,NEEDLE 200 UB25 - 5.5M,$11.45,$363.83,100.1
102634,NEEDLE 200 UB25 - 6.0M,$12.48,$396.90,109.2
102635,NEEDLE 200 UB25 - 6.5M,$13.52,$429.98,118.3
102636,NEEDLE 200 UB25 - 7.0M,$14.56,$463.05,127.4
102637,NEEDLE 200 UB25 - 7.5M,$15.60,$496.13,136.5
102638,NEEDLE 200 UB25 - 8.0M,$16.63,$529.20,145.6
102639,NEEDLE 250 UB31 - 4.0M,$8.47,$345.96,125.6
102640,NEEDLE 250 UB31 - 4.5M,$9.52,$389.21,141.3
102641,NEEDLE 250 UB31 - 5.0M,$10.61,$432.45,157
102642,NEEDLE 250 UB31 - 5.5M,$11.66,$475.70,172.7
102643,NEEDLE 250 UB31 - 6.0M,$12.72,$518.94,188.4
102644,NEEDLE 250 UB31 - 6.5M,$13.79,$562.19,204.1
102645,NEEDLE 250 UB31 - 7.0M,$14.83,$605.43,219.8
102646,NEEDLE 250 UB31 - 7.5M,$15.89,$648.68,235.5
102647,NEEDLE 250 UB31 - 8.0M,$16.95,$691.92,251.2
102648,NEEDLE 310 UB32 - 4.0M,$9.16,$364.28,128
102649,NEEDLE 310 UB32 - 4.5M,$10.28,$409.82,144
102650,NEEDLE 310 UB32 - 5.0M,$11.42,$455.35,160
102651,NEEDLE 310 UB32 - 5.5M,$12.57,$500.89,176
102652,NEEDLE 310 UB32 - 6.0M,$13.70,$546.42,192
102653,NEEDLE 310 UB32 - 6.5M,$14.85,$591.96,208
102654,NEEDLE 310 UB32 - 7.0M,$16.00,$637.49,224
102655,NEEDLE 310 UB32 - 7.5M,$17.15,$683.03,240
102656,NEEDLE 310 UB32 - 8.0M,$18.28,$728.56,256
102657,NEEDLE 360 UB44 - 4.0M,$11.03,$514.16,176
102658,NEEDLE 360 UB44 - 4.5M,$12.41,$578.43,198
102659,NEEDLE 360 UB44 - 5.0M,$13.80,$642.70,220
102660,NEEDLE 360 UB44 - 5.5M,$15.15,$706.97,242
102661,NEEDLE 360 UB44 - 6.0M,$16.54,$771.24,264
102662,NEEDLE 360 UB44 - 6.5M,$17.91,$835.51,286
102663,NEEDLE 360 UB44 - 7.0M,$19.30,$899.78,308
102664,NEEDLE 360 UB44 - 7.5M,$20.67,$964.05,330
102665,NEEDLE 360 UB44 - 8.0M,$22.05,"$1,028.32",352
102666,NEEDLE 410 UB53 - 4.0M,$12.51,$624.20,212
102667,NEEDLE 410 UB53 - 4.5M,$14.08,$702.23,328.5
102668,NEEDLE 410 UB53 - 5.0M,$15.63,$780.25,265
102669,NEEDLE 410 UB53 - 5.5M,$17.20,$858.28,291.5
102670,NEEDLE 410 UB53 - 6.0M,$18.76,$936.30,318
102671,NEEDLE 410 UB53 - 6.5M,$20.34,"$1,014.33",344.5
102672,NEEDLE 410 UB53 - 7.0M,$21.89,"$1,092.35",371
102673,NEEDLE 410 UB53 - 7.5M,$23.46,"$1,170.38",397.5
102674,NEEDLE 410 UB53 - 8.0M,$25.01,"$1,248.40",424
102675,NEEDLE 460 UB67 - 4.0M,$15.06,$755.28,268
102676,NEEDLE 460 UB67 - 4.5M,$16.95,$849.69,301.5
102677,NEEDLE 460 UB67 - 5.0M,$18.82,$944.10,335
102678,NEEDLE 460 UB67 - 5.5M,$20.71,"$1,038.51",368.5
102679,NEEDLE 460 UB67 - 6.0M,$22.61,"$1,132.92",402
102680,NEEDLE 460 UB67 - 6.5M,$24.49,"$1,227.33",435.5
102681,NEEDLE 460 UB67 - 7.0M,$36.36,"$1,321.74",469
102682,NEEDLE 460 UB67 - 7.5M,$28.25,"$1,416.15",502.5
102683,NEEDLE 460 UB67 - 8.0M,$30.12,"$1,510.56",536
102715,UNIT BEAM 1.5M,$4.22,$213.33,
102718,UNIT BEAM 1.8M,$3.20,$237.04,
102728,UNIT BEAM 2.8M,$8.13,$393.47,
102730,UNIT BEAM 3.0M,$8.45,$393.47,40.8
102736,UNIT BEAM 3.6M,$8.87,$470.96,47.6
102745,UNIT BEAM 4.5M,$9.87,$533.34,
102760,UNIT BEAM 6.0M,$11.26,$711.11,
102827,LADDER BEAM 2.7M,$4.43,$184.44,
102830,LADDER BEAM 3.0M,$4.92,$204.96,
102836,LADDER BEAM 3.6M,$5.92,$289.87,46
102845,LADDER BEAM 4.5M,$7.43,$307.43,79
102851,LADDER BEAM 5.1M,$8.36,$352.77,62.6
102853,LADDER BEAM 5.3M,$8.74,$362.10,67.3
102863,LADDER BEAM 6.3M,$10.37,$430.42,80
102900,NEEDLE LOCK PLT,$1.25,$22.40,
102925,NEEDLE 200 UB25 - PER METRE,$2.08,$116.48,25
102931,NEEDLE 250 UB31 - PER METRE,$2.12,$144.97,31
102940,NEEDLE 310 UB40 - PER METRE,$2.28,$175.62,40
102951,NEEDLE 360 UB51 PER METRE,$2.76,$189.32,
102960,NEEDLE 410 UB60 PER METRE,$3.13,$213.33,
102989,NEEDLE 178X89RSJ - PER METRE,$1.98,$104.30,
103003,KARRI PLANK (225X32) 0.3M,$0.24,$3.84,2.7
103006,KARRI PLANK (225X32) 0.6M,$0.47,$7.68,5.3
103009,KARRI PLANK (225X32) 0.9M,$0.69,$11.52,8
103012,KARRI PLANK (225X32) 1.2M,$0.91,$15.36,10.6
103015,KARRI PLANK (225X32) 1.5M,$1.16,$19.20,13.3
103018,KARRI PLANK (225X32) 1.8M,$1.39,$23.04,16
103021,KARRI PLANK (225X32) 2.1M,$1.61,$26.88,18.6
103024,KARRI PLANK (225X32) 2.4M,$1.85,$30.72,21.3
103027,KARRI PLANK (225X32) 2.7M,$2.07,$34.56,23.9
103030,KARRI PLANK (225X32) 3.0M,$2.32,$38.40,26.3
103033,KARRI PLANK (225X32) 3.3M,$2.56,$42.24,29.3
103036,KARRI PLANK (225X32) 3.6M,$2.76,$46.07,31.9
103039,KARRI PLANK (225X32) 3.9M,$3.00,$49.92,34.6
103042,KARRI PLANK (225X32) 4.2M,$3.22,$53.76,37.2
103045,KARRI PLANK (225X32) 4.5M,$3.47,$57.60,39.9
103048,KARRI PLANK (225X32) 4.8M,$3.71,$61.44,42.6
103303,F11 OREGON B&B (225X38) 0.3M,$0.25,$7.98,1.7
103306,F11 PLANKS (225X38) 0.6M,$0.49,$15.96,3.4
103309,F11 PLANKS (225X38) 0.9M,$0.72,$23.95,5.1
103312,F11 PLANKS (225X38) 1.2M,$0.96,$31.96,6.8
103315,F11 PLANKS (225X38) 1.5M,$1.22,$39.95,8.5
103318,F11 PLANKS (225X38) 1.8M,$1.46,$47.92,10.2
103321,F11 PLANKS (225X38) 2.1M,$1.69,$55.90,11.9
103324,F11 PLANKS (225X38) 2.4M,$1.94,$63.90,13.6
103327,F11 PLANKS (225X38) 2.7M,$2.17,$71.86,15.3
103330,F11 PLANKS (225X38) 3.0M,$2.44,$79.87,17
103333,F11 PLANKS (225X38) 3.3M,$2.69,$87.86,18.7
103336,F11 PLANKS (225X38) 3.6M,$2.90,$95.85,20.4
103339,F11 PLANKS (225X38) 3.9M,$3.15,$103.81,22.1
103342,F11 PLANKS (225X38) 4.2M,$3.38,$111.82,23.8
103345,F11 PLANKS (225X38) 4.5M,$3.64,$119.79,25.5
103348,F11 PLANKS (225X38) 4.8M,$3.90,$127.80,27.2
103351,F11 PLANKS (225X38) 5.1M,$4.12,$135.79,28.9
103354,F11 PLANKS (225X38) 5.4M,$4.37,$143.74,30.6
103357,F11 OREGON B&B (225X38) 5.7M,$4.60,$151.73,32.3
103360,F11 PLANKS (225X38) 6.0M,$4.84,$159.72,34
103503,F11 OREGON B&B (225X50) 0.3M,$0.24,$7.98,2.3
103506,F11 PLANKS (225X50) 0.6M,$0.47,$15.96,4.5
103509,F11 PLANKS (225X50) 0.9M,$0.69,$23.95,6.8
103512,F11 PLANKS (225X50) 1.2M,$0.91,$31.96,9.1
103515,F11 PLANKS (225X50) 1.5M,$1.16,$39.95,11.4
103518,F11 PLANKS (225X50) 1.8M,$1.39,$47.92,13.6
103521,F11 PLANKS (225X50) 2.1M,$1.61,$55.90,15.9
103524,F11 PLANKS (225X50) 2.4M,$1.85,$63.90,18.2
103527,F11 PLANKS (225X50) 2.7M,$2.07,$71.86,20.4
103530,F11 PLANKS (225X50) 3.0M,$2.32,$79.87,22.7
103533,F11 PLANKS (225X50) 3.3M,$2.56,$87.84,25
103536,F11 PLANKS (225X50) 3.6M,$2.76,$95.85,27.2
103539,F11 PLANKS (225X50) 3.9M,$3.00,$103.81,29.5
103542,F11 PLANKS (225X50) 4.2M,$3.22,$111.82,31.8
103545,F11 PLANKS (225X50) 4.5M,$3.47,$119.79,34.1
103548,F11 PLANKS (225X50) 4.8M,$3.71,$127.80,36.3
103551,F11 OREGON B&B (225X50) 5.1M,$0.00,$135.79,
103554,F11 PLANKS (225X50) 5.4M,$4.16,$143.74,40.9
103557,F11 PLANKS (225X50) 5.7M,$0.00,$151.71,
103560,F11 PLANKS (225X50) 6.0M,$4.61,$159.72,45.4
103724,STEEL BOARD ANTI SKID 2.42M,$1.88,$84.55,16.4
103730,STEEL BOARD ANTI SKID 3.03M,$2.35,$104.48,20.5
103736,STEEL BOARD ANTI SKID 3.64M,$2.85,$117.12,24.4
103742,STEEL BOARD ANTI SKID 4.25M,$3.31,$146.16,29
103748,STEEL BOARD ANTI SKID 4.86M,$3.78,$163.38,32.4
103754,STEEL BOARD ANTI SKID 5.40M,$4.19,$181.42,36.5
103812,(103312)F11 (230X39) 1.2M,$0.87,$31.96,3.1
103815,(103315) F11 (230X39) 1.5M,$1.10,$39.95,3.9
103818,(103318) F11 (230X39) 1.8M,$1.32,$47.92,4.7
103821,(103321) F11 (230X39) 2.1M,$1.53,$55.90,5.5
103824,(103324) F11 (230X39) 2.4M,$1.76,$63.90,6.2
103827,(103327) F11 (230X39) 2.7M,$1.97,$71.86,7
103830,(103330) F11 (230X39) 3.0M,$2.21,$79.87,7.8
103833,(103333) F11 (230X39) 3.3M,$2.44,$87.84,8.6
103836,(103336) F11 (230X39) 3.6M,$2.63,$95.85,9.4
103839,(103339) F11 (230X39) 3.9M,$2.86,$103.81,10.1
103842,(103342) F11 (230X39) 4.2M,$3.07,$111.82,10.9
103845,(103345) F11 (230X39) 4.5M,$3.30,$119.79,11.7
103848,(103348) F11 (230X39) 4.8M,$3.53,$127.80,12.4
103851,(103351) F11 (230X39) 5.1M,$3.73,$135.75,13.2
103854,(103354) F11 (230X39) 5.4M,$3.96,$143.74,14
103912,(103512) F11 (230X45) 1.2M,$0.87,$31.96,
103915,(103515) F11 (230X45) 1.5M,$1.10,$39.95,
103918,(103518) F11 (230X45) 1.8M,$1.32,$47.92,
103921,(103521) F11 (230X45) 2.1M,$1.53,$55.90,
103924,(103524) F11 (230X45) 2.4M,$1.76,$63.90,
103927,(103527) F11 (230X45) 2.7M,$1.97,$71.86,
103930,(103530) F11 (230X45) 3.0M,$2.18,$79.85,
103933,(103533) (225X45) 3.3M,$2.44,$87.84,
103936,(103536) F11 (230X45) 3.6M,$2.63,$95.85,
103939,(103539) F11 (230X45) 3.9M,$2.86,$103.81,
103942,F11 LAM PLK B&B(230X45) 4.2M,$3.07,$111.82,
103945,(103545) F11 (230X45) 4.5M,$3.30,$119.79,
103948,(103548) F11 (230X45) 4.8M,$3.53,$127.80,
103951,F11 LAM PLK B&B(230X45) 5.1M,$3.73,$135.75,
103954,(103554) F11 (230X45) 5.4M,$3.96,$143.74,
103975,SOLEBOARD 0.5M,$0.42,$3.39,5
103982,SOLEBOARD 1.2M,$0.71,$10.16,
103985,SOLEBOARD 1.5M,$0.90,$10.16,
103990,KWIKPLANK 225X50 ALUM 3.0M,$5.04,$255.91,
106010,FRAME 0.6 x 1.0M,$13.17,$154.03,5
106015,FRAME 0.6 x 1.5M,$25.20,$215.87,7.5
106110,FRAME 1.2 x 1.0M,$17.55,$172.57,8.5
106115,FRAME 1.2 x 1.5M,$13.17,$243.67,0
106210,FRAME 1.8 x 1.0M,$17.55,$191.11,7.5
106215,FRAME 1.8 x 1.5M,$13.17,$271.49,10.5
106310,FRAME 2.4 x 1.0M,$17.55,$284.91,0
106315,FRAME 2.4 x 1.5M,$13.17,$394.96,0
106410,FRAME 3.0 x 1.0M,$17.55,$303.43,12
106415,FRAME 3.0 x 1.5M,$13.17,$422.78,17
106501,BRACE DIAGONAL 1.2M,$17.55,$73.64,2
106502,BRACE DIAGONAL 1.8M,$5.46,$81.35,2.5
106503,BRACE DIAGONAL 2.4M,$5.46,$90.62,3
106504,BRACE DIAGONAL 3.0M,$5.46,$97.91,3.5
106511,BRACE HORIZONTAL 1.2M,$5.46,$67.46,2
106512,BRACE HORIZONTAL 1.8M,$5.46,$76.73,2.5
106513,BRACE HORIZONTAL 2.4M,$5.46,$86.01,3
106514,BRACE HORIZONTAL 3.0M,$5.46,$95.27,3.5
106552,BRACE PLAN 0.6 x 1.8M,$5.46,$80.90,3
106554,BRACE PLAN 0.6 X 2.4M,$5.46,$83.96,3
106561,BRACE PLAN 1.2 x 1.2M,$5.46,$77.83,2.5
106562,BRACE PLAN 1.2 x 1.8M,$5.46,$84.00,0
106563,BRACE PLAN 1.2 x 2.4M,$5.46,$91.73,3.5
106564,BRACE PLAN 1.2 x 3.0M,$5.46,$99.48,4
106572,BRACE PLAN 1.8 x 1.8M,$5.46,$90.17,0
106573,BRACE PLAN 1.8 x 2.4M,$5.46,$96.37,4
106574,BRACE PLAN 1.8 x 3.0M,$5.46,$104.08,4
106583,BRACE PLAN 2.4 x 2.4M,$5.46,$104.08,4
106584,BRACE PLAN 2.4 x 3.0M,$5.46,$110.26,4.5
106594,BRACE PLAN 3.0 x 3.0M,$5.46,$102.54,4.5
106746,OUTRIGGER 1.2M-1.6M BASE EXT,$16.41,$386.22,5
106811,STANDARD PLATFORM 1.2M,$21.91,$216.26,11
106812,STANDARD PLATFORM 1.8M,$21.91,$239.69,16.5
106813,STANDARD PLATFORM 2.4M,$21.91,$287.73,21
106814,STANDARD PLATFORM 3.0M,$21.91,$330.91,26
106821,LADDER HATCH PLATFORM 1.2M,$21.91,$270.36,12
106822,LADDER HATCH PLATFORM 1.8M,$21.91,$293.46,17.5
106823,LADDER HATCH PLATFORM 2.4M,$21.91,$319.76,22
106824,LADDER HATCH PLATFORM 3.0M,$21.91,$374.82,27
106830,TOE BOARD 0.6M (200X32 F8),$2.17,$19.48,
106831,TOE BOARD 1.2M (200x32 F8),$2.17,$23.66,0
106832,TOE BOARD 1.8M (200x32 F8),$2.17,$28.11,0
106833,TOE BOARD 2.4M (200x32 F8),$2.17,$32.30,0
106834,TOE BOARD 3.0M (200x32 F8),$2.17,$36.99,0
106840,ADJUSTABLE CASTOR 150MM,$10.96,$205.62,4.5
106841,ADJUSTABLE CASTOR 200MM,$12.06,$159.71,
106853,LADDER WITH OUTRIGGERS 3.0M,$17.55,$377.06,8.5
106854,LADDER WITH OUTRIGGERS 4.0M,$17.55,$437.70,13
106855,LADDER WITH OUTRIGGERS 5.0M,$17.55,$487.90,14
106856,LADDER WITH OUTRIGGERS 6.0M,$17.55,$564.64,17
107005,STANDARD 0.5M,$0.75,$39.68,1.8
107008,STANDARD 0.8M,$0.78,$41.48,5
107010,STANDARD 1.0M,$0.71,$45.24,6.5
107015,STANDARD 1.5M,$0.87,$60.97,9.3
107020,STANDARD 2.0M,$1.00,$75.85,12.1
107025,STANDARD 2.5M,$1.17,$88.63,14.9
107030,STANDARD 3.0M,$1.38,$100.94,17.7
107045,STANDARD OPEN END 0.5M,$0.75, $-   ,
107050,STANDARD OPEN END 1.0M,$0.71,$38.84,5.5
107055,STANDARD OPEN END 1.5M,$0.82,$54.58,8.3
107060,STANDARD OPEN END 2.0M,$0.91,$69.46,11
107065,STANDARD OPEN END 2.5M,$1.12,$82.23,13.9
107070,STANDARD OPEN END 3.0M,$1.31,$94.55,16.7
107080,HOARDING STD 3.0M,$1.08,$95.33,
107090,STAGE STANDARD,$0.71,$34.03,5.3
107091,STAGE STUMP,$0.71,$34.03,
107095,INTERMEDIATE STANDARD 2.0M,$1.69,$124.16,
107099,LEDGER TRANSOM 1.8M,$4.46,$240.17,36.5
107100,LEDGER TRANSOM 2.4M,$4.87,$275.64,41.9
107108,LEDGER 0.8M,$0.46,$39.55,
107112,LEDGER 1.2M,$0.56,$44.73,5.8
107115,LEDGER 1.5M,$0.57,$47.41,7.1
107118,LEDGER 1.8M,$0.59,$52.59,8.6
107124,LEDGER 2.4M,$0.69,$60.47,11.3
107131,LEDGER 3.1M,$0.83,$66.50,14
107150,BRIDGING LEDGER 4.8M,$5.91,$379.48,30.6
107170,HANDRAIL POST - K'S TYPE,$0.97,$47.83,8.5
107172,HOARDING STRUTS,$0.54,$62.81,
